#TAXON,TAXID,NAME
no rank,1161624,Norovirus Hu/GII.4/20448/HCMC-VNM/2010
no rank,1161626,Norovirus Hu/GII.4/20457/HCMC-VNM/2010
no rank,1161628,Norovirus Hu/GII.4/20469/HCMC-VNM/2010
no rank,1161629,Norovirus Hu/GII.4/20477/HCMC-VNM/2010
no rank,1161630,Norovirus Hu/GII.4/20478/HCMC-VNM/2010
no rank,1161632,Norovirus Hu/GII.4/20483/HCMC-VNM/2010
no rank,1161636,Norovirus Hu/GII.4/20506/HCMC-VNM/2010
no rank,1161637,Norovirus Hu/GII.4/20514/HCMC-VNM/2010
no rank,1237024,Norovirus Hu/GII.4/21/Nara/2012/JPN
no rank,1248343,Norovirus Hu/GII.4/211/Nizhny Novgorod/RUS/2012
no rank,1237012,Norovirus Hu/GII.4/214/Nara/2011/JPN
no rank,1460717,Norovirus Hu/GII.4/216/2008/USA
no rank,1400209,Norovirus Hu/GII.4/21859964/AUS/2012
no rank,1400210,Norovirus Hu/GII.4/21859969/AUS/2013
no rank,1400211,Norovirus Hu/GII.4/21859972/AUS/2013
no rank,1400212,Norovirus Hu/GII.4/21859973/AUS/2013
no rank,1400213,Norovirus Hu/GII.4/21859977/AUS/2013
no rank,1400214,Norovirus Hu/GII.4/21859978/AUS/2013
no rank,1400215,Norovirus Hu/GII.4/21859980/AUS/2013
no rank,1246567,Norovirus Hu/GII.4/2289/Nizhny Novgorod/RUS/2010
no rank,1055971,Norovirus Hu/GII.4/2346/mussel/2011/ITA
no rank,1236997,Norovirus Hu/GII.4/24/Nara/2010/JPN
no rank,1237025,Norovirus Hu/GII.4/24/Nara/2012/JPN
no rank,931884,Norovirus Hu/GII.4/2405/2008/ZAF
no rank,1299848,Norovirus Hu/GII.4/247/2010/BFA
no rank,1246568,Norovirus Hu/GII.4/2534/Nizhny Novgorod/RUS/2009
no rank,1248344,Norovirus Hu/GII.4/2624/Nizhny Novgorod/RUS/2011
no rank,1248345,Norovirus Hu/GII.4/2630/Nizhny Novgorod/RUS/2011
no rank,1299849,Norovirus Hu/GII.4/264/2010/BFA
no rank,1206062,Norovirus Hu/GII.4/26Ballsh/ALB/2010
no rank,1236998,Norovirus Hu/GII.4/27/Nara/2010/JPN
no rank,1248346,Norovirus Hu/GII.4/2711/Nizhny Novgorod/RUS/2011
no rank,881586,Norovirus Hu/GII.4/2749/2009/GBR
no rank,1245187,Norovirus Hu/GII.4/2773/Nizhny Novgorod/RUS/2009
no rank,1299850,Norovirus Hu/GII.4/283/2010/BFA
no rank,1299851,Norovirus Hu/GII.4/285/2010/BFA
no rank,1299852,Norovirus Hu/GII.4/289/2010/BFA
no rank,1816302,Norovirus Hu/GII.4/2A1049/2009/BRA
no rank,1161429,Norovirus Hu/GII.4/30015/HCMC-VNM/2009
no rank,1161430,Norovirus Hu/GII.4/30017/HCMC-VNM/2009
no rank,1161431,Norovirus Hu/GII.4/30025/HCMC-VNM/2009
no rank,1161432,Norovirus Hu/GII.4/30026/HCMC-VNM/2009
no rank,1161433,Norovirus Hu/GII.4/30040/HCMC-VNM/2009
no rank,1161434,Norovirus Hu/GII.4/30045/HCMC-VNM/2009
no rank,1161435,Norovirus Hu/GII.4/30048/HCMC-VNM/2009
no rank,1161436,Norovirus Hu/GII.4/30063/HCMC-VNM/2009
no rank,1161438,Norovirus Hu/GII.4/30077/HCMC-VNM/2009
no rank,1161440,Norovirus Hu/GII.4/30084/HCMC-VNM/2009
no rank,1161441,Norovirus Hu/GII.4/30090/HCMC-VNM/2009
no rank,1299853,Norovirus Hu/GII.4/301/2010/BFA
no rank,1161442,Norovirus Hu/GII.4/30112/HCMC-VNM/2009
no rank,1161443,Norovirus Hu/GII.4/30113/HCMC-VNM/2009
no rank,1325538,Norovirus Hu/GII.4/30116/2009/VNM
no rank,1161445,Norovirus Hu/GII.4/30129/HCMC-VNM/2009
no rank,1161446,Norovirus Hu/GII.4/30145/HCMC-VNM/2009
no rank,1161447,Norovirus Hu/GII.4/30152/HCMC-VNM/2009
no rank,1161448,Norovirus Hu/GII.4/30165/HCMC-VNM/2009
no rank,1161449,Norovirus Hu/GII.4/30166/HCMC-VNM/2009
no rank,1161450,Norovirus Hu/GII.4/30177/HCMC-VNM/2009
no rank,1161451,Norovirus Hu/GII.4/30181/HCMC-VNM/2009
no rank,1161452,Norovirus Hu/GII.4/30183/HCMC-VNM/2009
no rank,1161453,Norovirus Hu/GII.4/30192/HCMC-VNM/2009
no rank,1161454,Norovirus Hu/GII.4/30193/HCMC-VNM/2009
no rank,1161455,Norovirus Hu/GII.4/30194/HCMC-VNM/2009
no rank,1161456,Norovirus Hu/GII.4/30196/HCMC-VNM/2009
no rank,1161457,Norovirus Hu/GII.4/30197/HCMC-VNM/2009
no rank,1161458,Norovirus Hu/GII.4/30199/HCMC-VNM/2009
no rank,1299854,Norovirus Hu/GII.4/302/2010/BFA
no rank,1161459,Norovirus Hu/GII.4/30201/HCMC-VNM/2009
no rank,1161460,Norovirus Hu/GII.4/30204/HCMC-VNM/2009
no rank,1161461,Norovirus Hu/GII.4/30206/HCMC-VNM/2009
no rank,1161462,Norovirus Hu/GII.4/30207/HCMC-VNM/2009
no rank,1161463,Norovirus Hu/GII.4/30209/HCMC-VNM/2009
no rank,1161464,Norovirus Hu/GII.4/30211/HCMC-VNM/2009
no rank,1161466,Norovirus Hu/GII.4/30223/HCMC-VNM/2009
no rank,1161467,Norovirus Hu/GII.4/30227/HCMC-VNM/2009
no rank,1161468,Norovirus Hu/GII.4/30237/HCMC-VNM/2009
no rank,1161469,Norovirus Hu/GII.4/30238/HCMC-VNM/2009
no rank,1161471,Norovirus Hu/GII.4/30246/HCMC-VNM/2009
no rank,1161472,Norovirus Hu/GII.4/30251/HCMC-VNM/2009
no rank,1161473,Norovirus Hu/GII.4/30257/HCMC-VNM/2009
no rank,1161474,Norovirus Hu/GII.4/30260/HCMC-VNM/2009
no rank,1161475,Norovirus Hu/GII.4/30263/HCMC-VNM/2009
no rank,1161476,Norovirus Hu/GII.4/30266/HCMC-VNM/2009
no rank,1161477,Norovirus Hu/GII.4/30268/HCMC-VNM/2009
no rank,1161478,Norovirus Hu/GII.4/30271/HCMC-VNM/2009
no rank,1161479,Norovirus Hu/GII.4/30274/HCMC-VNM/2009
no rank,1161480,Norovirus Hu/GII.4/30276/HCMC-VNM/2009
no rank,1161481,Norovirus Hu/GII.4/30278/HCMC-VNM/2009
no rank,1161482,Norovirus Hu/GII.4/30285/HCMC-VNM/2009
no rank,1161483,Norovirus Hu/GII.4/30287/HCMC-VNM/2009
no rank,1299855,Norovirus Hu/GII.4/303/2010/BFA
no rank,1161485,Norovirus Hu/GII.4/30304/HCMC-VNM/2009
no rank,1161487,Norovirus Hu/GII.4/30316/HCMC-VNM/2009
no rank,1161488,Norovirus Hu/GII.4/30322/HCMC-VNM/2009
no rank,1161489,Norovirus Hu/GII.4/30325/HCMC-VNM/2009
no rank,1161490,Norovirus Hu/GII.4/30333/HCMC-VNM/2009
no rank,1161491,Norovirus Hu/GII.4/30334/HCMC-VNM/2009
no rank,1161492,Norovirus Hu/GII.4/30337/HCMC-VNM/2009
no rank,1161493,Norovirus Hu/GII.4/30338/HCMC-VNM/2009
no rank,1161494,Norovirus Hu/GII.4/30343/HCMC-VNM/2009
no rank,1161495,Norovirus Hu/GII.4/30346/HCMC-VNM/2009
no rank,1161496,Norovirus Hu/GII.4/30347/HCMC-VNM/2009
no rank,1161497,Norovirus Hu/GII.4/30351/HCMC-VNM/2009
no rank,1161498,Norovirus Hu/GII.4/30369/HCMC-VNM/2009
no rank,1161499,Norovirus Hu/GII.4/30374/HCMC-VNM/2009
no rank,1161501,Norovirus Hu/GII.4/30392/HCMC-VNM/2010
no rank,1161502,Norovirus Hu/GII.4/30399/HCMC-VNM/2010
no rank,1161504,Norovirus Hu/GII.4/30401/HCMC-VNM/2009
no rank,1161505,Norovirus Hu/GII.4/30414/HCMC-VNM/2010
no rank,1161506,Norovirus Hu/GII.4/30419/HCMC-VNM/2010
no rank,1161507,Norovirus Hu/GII.4/30434/HCMC-VNM/2010
no rank,1161509,Norovirus Hu/GII.4/30444/HCMC-VNM/2010
no rank,1299856,Norovirus Hu/GII.4/306/2010/BFA
no rank,1206063,Norovirus Hu/GII.4/309/ALB/2003
no rank,1400216,Norovirus Hu/GII.4/30934022/AUS/2012
no rank,1400217,Norovirus Hu/GII.4/30949403/AUS/2012
no rank,1400218,Norovirus Hu/GII.4/30996947/AUS/2012
no rank,1400219,Norovirus Hu/GII.4/32973745/AUS/2012
no rank,1206064,Norovirus Hu/GII.4/32Ballsh/ALB/2010
no rank,1400220,Norovirus Hu/GII.4/33765031/AUS/2012
no rank,1400221,Norovirus Hu/GII.4/34506158/AUS/2012
no rank,1400222,Norovirus Hu/GII.4/34760731/AUS/2012
no rank,1400223,Norovirus Hu/GII.4/34790954/AUS/2013
no rank,1248347,Norovirus Hu/GII.4/352/Nizhny Novgorod/RUS/2012
no rank,1246569,Norovirus Hu/GII.4/354/Nizhny Novgorod/RUS/2008
no rank,1400224,Norovirus Hu/GII.4/35408489/AUS/2012
no rank,1400225,Norovirus Hu/GII.4/35444252/AUS/2012
no rank,1400226,Norovirus Hu/GII.4/35857786/AUS/2012
no rank,1400227,Norovirus Hu/GII.4/36126758/AUS/2013
no rank,1400228,Norovirus Hu/GII.4/36285194/AUS/2012
no rank,1237005,Norovirus Hu/GII.4/367/Nara/2010/JPN
no rank,1237006,Norovirus Hu/GII.4/375/Nara/2010/JPN
no rank,1237007,Norovirus Hu/GII.4/382/Nara/2010/JPN
no rank,1049260,Norovirus Hu/GII.4/385/Thessaloniki/GRC/2006
no rank,1236994,Norovirus Hu/GII.4/4/Nara/2010/JPN
no rank,1246570,Norovirus Hu/GII.4/400/Nizhny Novgorod/RUS/2008
no rank,1237013,Norovirus Hu/GII.4/407/Nara/2011/JPN
no rank,1236999,Norovirus Hu/GII.4/42/Nara/2010/JPN
no rank,1237014,Norovirus Hu/GII.4/427/Nara/2011/JPN
no rank,1236991,Norovirus Hu/GII.4/429/Nara/2009/JPN
no rank,1049261,Norovirus Hu/GII.4/432/Thessaloniki/GRC/2006
no rank,499188,Norovirus Hu/GII.4/4336/2007/IRL
no rank,1055976,Norovirus Hu/GII.4/45849/mussel/2010/ITA
no rank,931885,Norovirus Hu/GII.4/4638/2008/ZAF
no rank,1237015,Norovirus Hu/GII.4/470/Nara/2011/JPN
no rank,1236992,Norovirus Hu/GII.4/474/Nara/2009/JPN
no rank,1237016,Norovirus Hu/GII.4/475/Nara/2011/JPN
no rank,1236993,Norovirus Hu/GII.4/479/Nara/2009/JPN
no rank,1245188,Norovirus Hu/GII.4/48/Nizhny Novgorod/RUS/2009
no rank,1237000,Norovirus Hu/GII.4/52/Nara/2010/JPN
no rank,684955,Norovirus Hu/GII.4/53663/Beijing/2007/CHN
no rank,684956,Norovirus Hu/GII.4/53664/Beijing/2007/CHN
no rank,684957,Norovirus Hu/GII.4/53665/Beijing/2007/CHN
no rank,1237017,Norovirus Hu/GII.4/538/Nara/2011/JPN
no rank,684958,Norovirus Hu/GII.4/53945/Beijing/2007/CHN
no rank,684959,Norovirus Hu/GII.4/53992/Beijing/2007/CHN
no rank,684960,Norovirus Hu/GII.4/53993/Beijing/2007/CHN
no rank,684961,Norovirus Hu/GII.4/53994/Beijing/2007/CHN
no rank,684962,Norovirus Hu/GII.4/53995/Beijing/2007/CHN
no rank,684963,Norovirus Hu/GII.4/53996/Beijing/2007/CHN
no rank,684964,Norovirus Hu/GII.4/53998/Beijing/2007/CHN
no rank,684965,Norovirus Hu/GII.4/54013/Beijing/2007/CHN
no rank,684966,Norovirus Hu/GII.4/54026/Beijing/2007/CHN
no rank,684967,Norovirus Hu/GII.4/54038/Beijing/2007/CHN
no rank,684968,Norovirus Hu/GII.4/54070/Beijing/2007/CHN
no rank,684969,Norovirus Hu/GII.4/54076/Beijing/2007/CHN
no rank,684970,Norovirus Hu/GII.4/54087/Beijing/2007/CHN
no rank,684971,Norovirus Hu/GII.4/54093/Beijing/2007/CHN
no rank,684972,Norovirus Hu/GII.4/54098/Beijing/2007/CHN
no rank,684973,Norovirus Hu/GII.4/54118/Beijing/2007/CHN
no rank,684974,Norovirus Hu/GII.4/54119/Beijing/2007/CHN
no rank,684975,Norovirus Hu/GII.4/54129/Beijing/2007/CHN
no rank,684976,Norovirus Hu/GII.4/54132/Beijing/2007/CHN
no rank,684977,Norovirus Hu/GII.4/54137/Beijing/2007/CHN
no rank,684978,Norovirus Hu/GII.4/54140/Beijing/2007/CHN
no rank,684979,Norovirus Hu/GII.4/54145/Beijing/2007/CHN
no rank,684980,Norovirus Hu/GII.4/54150/Beijing/2007/CHN
no rank,684981,Norovirus Hu/GII.4/54153/Beijing/2007/CHN
no rank,1237018,Norovirus Hu/GII.4/545/Nara/2011/JPN
no rank,684982,Norovirus Hu/GII.4/54584/Beijing/2007/CHN
no rank,684983,Norovirus Hu/GII.4/54593/Beijing/2007/CHN
no rank,684984,Norovirus Hu/GII.4/54595/Beijing/2007/CHN
no rank,684985,Norovirus Hu/GII.4/54599/Beijing/2007/CHN
no rank,1237019,Norovirus Hu/GII.4/546/Nara/2011/JPN
no rank,684986,Norovirus Hu/GII.4/54605/Beijing/2007/CHN
no rank,684987,Norovirus Hu/GII.4/54617/Beijing/2007/CHN
no rank,684988,Norovirus Hu/GII.4/54619/Beijing/2007/CHN
no rank,684989,Norovirus Hu/GII.4/54620/Beijing/2007/CHN
no rank,684990,Norovirus Hu/GII.4/54633/Beijing/2007/CHN
no rank,684991,Norovirus Hu/GII.4/54636/Beijing/2007/CHN
no rank,684992,Norovirus Hu/GII.4/54640/Beijing/2007/CHN
no rank,684993,Norovirus Hu/GII.4/54645/Beijing/2007/CHN
no rank,684994,Norovirus Hu/GII.4/54648/Beijing/2007/CHN
no rank,684995,Norovirus Hu/GII.4/54656/Beijing/2007/CHN
no rank,684996,Norovirus Hu/GII.4/54659/Beijing/2007/CHN
no rank,684997,Norovirus Hu/GII.4/54661/Beijing/2007/CHN
no rank,684998,Norovirus Hu/GII.4/54663/Beijing/2007/CHN
no rank,684999,Norovirus Hu/GII.4/54669/Beijing/2007/CHN
no rank,931886,Norovirus Hu/GII.4/5467/2008/ZAF
no rank,685000,Norovirus Hu/GII.4/54671/Beijing/2007/CHN
no rank,685001,Norovirus Hu/GII.4/54673/Beijing/2007/CHN
no rank,685002,Norovirus Hu/GII.4/54675/Beijing/2007/CHN
no rank,685003,Norovirus Hu/GII.4/54681/Beijing/2007/CHN
no rank,685004,Norovirus Hu/GII.4/54683/Beijing/2007/CHN
no rank,1237020,Norovirus Hu/GII.4/547/Nara/2011/JPN
no rank,685005,Norovirus Hu/GII.4/55030/Beijing/2007/CHN
no rank,685006,Norovirus Hu/GII.4/55031/Beijing/2007/CHN
no rank,685007,Norovirus Hu/GII.4/55054/Beijing/2007/CHN
no rank,685008,Norovirus Hu/GII.4/55060/Beijing/2007/CHN
no rank,685009,Norovirus Hu/GII.4/55061/Beijing/2007/CHN
no rank,685010,Norovirus Hu/GII.4/55064/Beijing/2007/CHN
no rank,685011,Norovirus Hu/GII.4/55069/Beijing/2008/CHN
no rank,685012,Norovirus Hu/GII.4/55129/Beijing/2008/CHN
no rank,685013,Norovirus Hu/GII.4/55130/Beijing/2008/CHN
no rank,685014,Norovirus Hu/GII.4/55133/Beijing/2008/CHN
no rank,685015,Norovirus Hu/GII.4/55136/Beijing/2008/CHN
no rank,685016,Norovirus Hu/GII.4/55137/Beijing/2008/CHN
no rank,685017,Norovirus Hu/GII.4/55140/Beijing/2008/CHN
no rank,685018,Norovirus Hu/GII.4/55141/Beijing/2008/CHN
no rank,685019,Norovirus Hu/GII.4/55145/Beijing/2008/CHN
no rank,685020,Norovirus Hu/GII.4/55148/Beijing/2008/CHN
no rank,685021,Norovirus Hu/GII.4/55152/Beijing/2008/CHN
no rank,685022,Norovirus Hu/GII.4/55154/Beijing/2008/CHN
no rank,685023,Norovirus Hu/GII.4/55168/Beijing/2008/CHN
no rank,685024,Norovirus Hu/GII.4/55170/Beijing/2008/CHN
no rank,1237021,Norovirus Hu/GII.4/569/Nara/2011/JPN
no rank,1237022,Norovirus Hu/GII.4/570/Nara/2011/JPN
no rank,1246571,Norovirus Hu/GII.4/571/Nizhny Novgorod/RUS/2011
no rank,1237009,Norovirus Hu/GII.4/58/Nara/2011/JPN
no rank,1246572,Norovirus Hu/GII.4/595/Nizhny Novgorod/RUS/2010
no rank,1195791,Norovirus Hu/GII.4/5M/USA/2004
no rank,1299857,Norovirus Hu/GII.4/6/2009/BFA
no rank,1237001,Norovirus Hu/GII.4/63/Nara/2010/JPN
no rank,1055974,Norovirus Hu/GII.4/6916/mussel/2011/ITA
no rank,1237008,Norovirus Hu/GII.4/7/Nara/2011/JPN
no rank,1246573,Norovirus Hu/GII.4/716/Nizhny Novgorod/RUS/2008
no rank,1237002,Norovirus Hu/GII.4/73/Nara/2010/JPN
no rank,1246574,Norovirus Hu/GII.4/730/2008/Nizhny Novgorod/RUS
no rank,1246575,Norovirus Hu/GII.4/743/Nizhny Novgorod/RUS/2008
no rank,1237026,Norovirus Hu/GII.4/75/Nara/2012/JPN
no rank,620760,Norovirus Hu/GII.4/754 N.Novgorod/2008/RUS
no rank,1237003,Norovirus Hu/GII.4/76/Nara/2010/JPN
no rank,1055975,Norovirus Hu/GII.4/7790/mussel/2011/ITA
no rank,1237027,Norovirus Hu/GII.4/78/Nara/2012/JPN
no rank,499187,Norovirus Hu/GII.4/7883/2006/IRL
no rank,1236995,Norovirus Hu/GII.4/8/Nara/2010/JPN
no rank,1237010,Norovirus Hu/GII.4/80/Nara/2011/JPN
no rank,747993,Norovirus Hu/GII.4/8126/Maizuru/08/JPN
no rank,747994,Norovirus Hu/GII.4/8128/Sapporo/07/JPN
no rank,747995,Norovirus Hu/GII.4/8133/Sapporo/07/JPN
no rank,747996,Norovirus Hu/GII.4/8180/Saga/07/JPN
no rank,747997,Norovirus Hu/GII.4/8209/Maizuru/08/JPN
no rank,747998,Norovirus Hu/GII.4/8211/Maizuru/08/JPN
no rank,747999,Norovirus Hu/GII.4/8212/Maizuru/08/JPN
no rank,1049262,Norovirus Hu/GII.4/831/Thessaloniki/GRC/2006
no rank,748000,Norovirus Hu/GII.4/8322/Osaka/07/JPN
no rank,748001,Norovirus Hu/GII.4/8325/Osaka/07/JPN
no rank,748002,Norovirus Hu/GII.4/8408/Tokyo/07/JPN
no rank,931887,Norovirus Hu/GII.4/8483/2008/ZAF
no rank,1055972,Norovirus Hu/GII.4/85087/mussel/2010/ITA
no rank,1055973,Norovirus Hu/GII.4/85089/mussel/2010/ITA
no rank,1237011,Norovirus Hu/GII.4/86/Nara/2011/JPN
no rank,1049263,Norovirus Hu/GII.4/864/Imathia/GRC/2006
no rank,620761,Norovirus Hu/GII.4/866 N.Novgorod/2008/RUS
no rank,620762,Norovirus Hu/GII.4/884 N.Novgorod/2008/RUS
no rank,499181,Norovirus Hu/GII.4/8854/2004/IRL
no rank,904853,Norovirus Hu/GII.4/8865/Osaka/2008/JPN
no rank,904854,Norovirus Hu/GII.4/8871/Osaka/2008/JPN
no rank,904855,Norovirus Hu/GII.4/8876/Osaka/2008/JPN
no rank,926073,Norovirus Hu/GII.4/8916/Shizuoka/2008/JPN
no rank,926074,Norovirus Hu/GII.4/8938/Shizuoka/2008/JPN
no rank,926075,Norovirus Hu/GII.4/9005/Shizuoka/2009/JPN
no rank,926076,Norovirus Hu/GII.4/9006/Shizuoka/2009/JPN
no rank,1400229,Norovirus Hu/GII.4/90186710/AUS/2012
no rank,926077,Norovirus Hu/GII.4/9070/Shizuoka/2009/JPN
no rank,926078,Norovirus Hu/GII.4/9071/Shizuoka/2009/JPN
no rank,926079,Norovirus Hu/GII.4/9084/Shizuoka/2009/JPN
no rank,904856,Norovirus Hu/GII.4/9118/Saga/2009/JPN
no rank,904857,Norovirus Hu/GII.4/9131/Sapporo/2008/JPN
no rank,904858,Norovirus Hu/GII.4/9134/Sapporo/2008/JPN
no rank,904859,Norovirus Hu/GII.4/9136/Sapporo/2008/JPN
no rank,926080,Norovirus Hu/GII.4/9175/Shizuoka/2009/JPN
no rank,904860,Norovirus Hu/GII.4/9222/Maizuru/2009/JPN
no rank,904861,Norovirus Hu/GII.4/9309/Tokyo/2009/JPN
no rank,904862,Norovirus Hu/GII.4/9310/Tokyo/2009/JPN
no rank,904863,Norovirus Hu/GII.4/9311/Tokyo/2009/JPN
no rank,904864,Norovirus Hu/GII.4/9339/Maizuru/2009/JPN
no rank,1049264,Norovirus Hu/GII.4/937/Thessaloniki/GRC/2006
no rank,1400230,Norovirus Hu/GII.4/93762261/AUS/2012
no rank,1098864,Norovirus Hu/GII.4/9430/Tokyo/JPN/2010
no rank,1098865,Norovirus Hu/GII.4/9431/Tokyo/JPN/2010
no rank,1049265,Norovirus Hu/GII.4/95/Thessaloniki/2005/Gr
no rank,1098866,Norovirus Hu/GII.4/9512/Osaka/JPN/2010
no rank,1049266,Norovirus Hu/GII.4/952/Thessaloniki/GRC/2006
no rank,1098867,Norovirus Hu/GII.4/9520/Saga/JPN/2010
no rank,1098868,Norovirus Hu/GII.4/9535/Maizuru/JPN/2010
no rank,1098869,Norovirus Hu/GII.4/9541/Maizuru/JPN/2010
no rank,1098870,Norovirus Hu/GII.4/9546/Maizuru/JPN/2010
no rank,1098871,Norovirus Hu/GII.4/9549/Maizuru/JPN/2010
no rank,1098872,Norovirus Hu/GII.4/9557/Maizuru/JPN/2010
no rank,1098873,Norovirus Hu/GII.4/9560/Maizuru/JPN/2010
no rank,1098874,Norovirus Hu/GII.4/9561/Maizuru/JPN/2010
no rank,1098875,Norovirus Hu/GII.4/9563/Maizuru/JPN/2010
no rank,1098876,Norovirus Hu/GII.4/9564/Maizuru/JPN/2010
no rank,1098877,Norovirus Hu/GII.4/9570/Maizuru/JPN/2010
no rank,1098878,Norovirus Hu/GII.4/9577/Maizuru/JPN/2010
no rank,1098879,Norovirus Hu/GII.4/9582/Maizuru/JPN/2010
no rank,1098880,Norovirus Hu/GII.4/9583/Maizuru/JPN/2010
no rank,1098881,Norovirus Hu/GII.4/9584/Maizuru/JPN/2010
no rank,1098882,Norovirus Hu/GII.4/9585/Maizuru/JPN/2010
no rank,1098883,Norovirus Hu/GII.4/9586/Maizuru/JPN/2010
no rank,1098884,Norovirus Hu/GII.4/9587/Maizuru/JPN/2010
no rank,1098885,Norovirus Hu/GII.4/9589/Maizuru/JPN/2010
no rank,1098886,Norovirus Hu/GII.4/9590/Maizuru/JPN/2010
no rank,1098887,Norovirus Hu/GII.4/9595/Maizuru/JPN/2010
no rank,1049267,Norovirus Hu/GII.4/960/Thessaloniki/GRC/2006
no rank,1098888,Norovirus Hu/GII.4/9613/Saga/JPN/2010
no rank,1098889,Norovirus Hu/GII.4/9619/Saga/JPN/2010
no rank,1098890,Norovirus Hu/GII.4/9621/Saga/JPN/2010
no rank,1098891,Norovirus Hu/GII.4/9625/Saga/JPN/2010
no rank,1049268,Norovirus Hu/GII.4/963/Thessaloniki/GRC/2006
no rank,1433210,Norovirus Hu/GII.4/9630/Saga/JPN/2009
no rank,1098892,Norovirus Hu/GII.4/9642/Hokkaido/JPN/2010
no rank,1433211,Norovirus Hu/GII.4/9651/Hokkaido/JPN/2010
no rank,1098893,Norovirus Hu/GII.4/9661/Maizuru/JPN/2010
no rank,1098894,Norovirus Hu/GII.4/9719/Nishimura/JPN/2010
no rank,1098895,Norovirus Hu/GII.4/9735/Nishimura/JPN/2010
no rank,1098896,Norovirus Hu/GII.4/9741/Nishimura/JPN/2010
no rank,1098897,Norovirus Hu/GII.4/9742/Nishimura/JPN/2010
no rank,1098898,Norovirus Hu/GII.4/9744/Nishimura/JPN/2010
no rank,1098899,Norovirus Hu/GII.4/9745/Nishimura/JPN/2010
no rank,1098900,Norovirus Hu/GII.4/9747/Nishimura/JPN/2010
no rank,1098901,Norovirus Hu/GII.4/9760/Nishimura/JPN/2010
no rank,1098902,Norovirus Hu/GII.4/9761/Nishimura/JPN/2010
no rank,1098903,Norovirus Hu/GII.4/9762/Nishimura/JPN/2010
no rank,1098904,Norovirus Hu/GII.4/9784/Nishimura/JPN/2010
no rank,1332296,Norovirus Hu/GII.4/A/GBR/2010
no rank,1087428,Norovirus Hu/GII.4/A120/Limbe/2009/Cameroon
no rank,1087422,Norovirus Hu/GII.4/A19/2009/Limbe/Cameroon
no rank,1087429,Norovirus Hu/GII.4/A24/Limbe/2009/Cameroon
no rank,1087430,Norovirus Hu/GII.4/A40/Limbe/2009/Cameroon
no rank,1087431,Norovirus Hu/GII.4/A88/Limbe/2009/Cameroon
no rank,1369864,Norovirus Hu/GII.4/ACT0675/2012/AU
no rank,1498647,Norovirus Hu/GII.4/Aichi1/2009/JP
no rank,1498712,Norovirus Hu/GII.4/Aichi1/2011/JP
no rank,1498730,Norovirus Hu/GII.4/Aichi2/2009/JP
no rank,1518388,Norovirus Hu/GII.4/Aichi2/2012/JP
no rank,1498731,Norovirus Hu/GII.4/Aichi3/2009/JP
no rank,1498739,Norovirus Hu/GII.4/Aichi3/2010/JP
no rank,1498718,Norovirus Hu/GII.4/Aichi3/2011/JP
no rank,1518389,Norovirus Hu/GII.4/Aichi3/2012/JP
no rank,1594722,Norovirus Hu/GII.4/Aichi351-14/2014
no rank,1594721,Norovirus Hu/GII.4/Aichi352-14/2014
no rank,1594718,Norovirus Hu/GII.4/Aichi368-14/2014
no rank,1498648,Norovirus Hu/GII.4/Aichi4/2009/JP
no rank,1498760,Norovirus Hu/GII.4/Aichi4/2011/JP
no rank,1518390,Norovirus Hu/GII.4/Aichi4/2012/JP
no rank,1498659,Norovirus Hu/GII.4/Aichi5/2010/JP
no rank,1498759,Norovirus Hu/GII.4/Aichi5/2011/JP
no rank,1518391,Norovirus Hu/GII.4/Aichi5/2012/JP
no rank,1518392,Norovirus Hu/GII.4/Aichi6/2012/JP
no rank,1594720,Norovirus Hu/GII.4/AichiNishio1-14/2014
no rank,1594719,Norovirus Hu/GII.4/AichiNishio7-14/2014
no rank,1497021,Norovirus Hu/GII.4/Airv_B1_R15/2012/Gothenburg/Sweden
no rank,1497022,Norovirus Hu/GII.4/Airv_C1_R10/2012/Gothenburg/Sweden
no rank,1540310,Norovirus Hu/GII.4/AK1/GRC/2013
no rank,1405072,Norovirus Hu/GII.4/Akita/1/2013/JPN
no rank,1518383,Norovirus Hu/GII.4/Akita1/2012/JP
no rank,1498693,Norovirus Hu/GII.4/Akita2/2011/JP
no rank,1518384,Norovirus Hu/GII.4/Akita2/2012/JP
no rank,1498695,Norovirus Hu/GII.4/Akita3/2011/JP
no rank,1518385,Norovirus Hu/GII.4/Akita3/2012/JP
no rank,1518342,Norovirus Hu/GII.4/Akita4/2012/JP
no rank,1498722,Norovirus Hu/GII.4/Akita5/2009/JP
no rank,1518343,Norovirus Hu/GII.4/Akita5/2012/JP
no rank,1238267,Norovirus Hu/GII.4/AlbertaEI003/2012/CA
no rank,1238268,Norovirus Hu/GII.4/AlbertaEI009/2008/CA
no rank,1238269,Norovirus Hu/GII.4/AlbertaEI045/2010/CA
no rank,1421481,Norovirus Hu/GII.4/AlbertaEI063/2012/CA
no rank,1238270,Norovirus Hu/GII.4/AlbertaEI065/2011/CA
no rank,1238271,Norovirus Hu/GII.4/AlbertaEI102/2008/CA
no rank,1238272,Norovirus Hu/GII.4/AlbertaEI109/2009/CA
no rank,1238273,Norovirus Hu/GII.4/AlbertaEI119/2010/CA
no rank,1238274,Norovirus Hu/GII.4/AlbertaEI131/2004/CA
no rank,1238275,Norovirus Hu/GII.4/AlbertaEI142/2006/CA
